instant,dteday,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,cnt_check,season,time_cluster
12449,2012-06-07,1,6,21,0,4,1,1,0.62,0.6212,0.41,0.3284,30,283,313,313,2,Malam
12450,2012-06-07,1,6,22,0,4,1,1,0.6,0.6212,0.46,0.1642,35,193,228,228,2,Malam
12451,2012-06-07,1,6,23,0,4,1,1,0.56,0.5303,0.52,0.1343,42,135,177,177,2,Malam
12452,2012-06-08,1,6,0,0,5,1,1,0.56,0.5303,0.56,0.1642,18,59,77,77,2,
12453,2012-06-08,1,6,1,0,5,1,1,0.56,0.5303,0.56,0.1642,4,25,29,29,2,Pagi
12454,2012-06-08,1,6,2,0,5,1,1,0.56,0.5303,0.56,0.0,2,17,19,19,2,Pagi
12455,2012-06-08,1,6,3,0,5,1,1,0.54,0.5152,0.6,0.0896,0,8,8,8,2,Pagi
12456,2012-06-08,1,6,4,0,5,1,1,0.52,0.5,0.63,0.0,1,9,10,10,2,Pagi
12457,2012-06-08,1,6,5,0,5,1,1,0.5,0.4848,0.72,0.1045,1,28,29,29,2,Pagi
12458,2012-06-08,1,6,6,0,5,1,1,0.52,0.5,0.68,0.0896,8,131,139,139,2,Pagi
12459,2012-06-08,1,6,7,0,5,1,1,0.52,0.5,0.72,0.1045,19,409,428,428,2,Siang
12460,2012-06-08,1,6,8,0,5,1,1,0.58,0.5455,0.6,0.0896,37,663,700,700,2,Siang
12461,2012-06-08,1,6,9,0,5,1,1,0.62,0.6212,0.53,0.1642,47,335,382,382,2,Siang
12462,2012-06-08,1,6,10,0,5,1,1,0.66,0.6212,0.47,0.2537,62,187,249,249,2,Siang
12463,2012-06-08,1,6,11,0,5,1,1,0.7,0.6364,0.42,0.2537,65,199,264,264,2,Siang
12464,2012-06-08,1,6,12,0,5,1,1,0.72,0.6515,0.39,0.3284,89,280,369,369,2,Siang
12465,2012-06-08,1,6,13,0,5,1,1,0.74,0.6515,0.37,0.2537,129,287,416,416,2,Sore
12466,2012-06-08,1,6,14,0,5,1,1,0.76,0.6667,0.31,0.3881,128,245,373,373,2,Sore
12467,2012-06-08,1,6,15,0,5,1,1,0.76,0.6667,0.29,0.2836,98,299,397,397,2,Sore
12468,2012-06-08,1,6,16,0,5,1,1,0.76,0.6667,0.29,0.2985,111,412,523,523,2,Sore
12469,2012-06-08,1,6,17,0,5,1,1,0.76,0.6667,0.29,0.194,114,679,793,793,2,Sore
12470,2012-06-08,1,6,18,0,5,1,1,0.76,0.6667,0.27,0.2239,147,576,723,723,2,Sore
12471,2012-06-08,1,6,19,0,5,1,1,0.74,0.6515,0.3,0.2239,95,460,555,555,2,Malam
12472,2012-06-08,1,6,20,0,5,1,1,0.72,0.6515,0.32,0.1343,117,291,408,408,2,Malam
12473,2012-06-08,1,6,21,0,5,1,1,0.7,0.6364,0.37,0.1343,83,256,339,339,2,Malam
12474,2012-06-08,1,6,22,0,5,1,1,0.68,0.6364,0.41,0.1045,61,230,291,291,2,Malam
12475,2012-06-08,1,6,23,0,5,1,1,0.64,0.6212,0.57,0.1642,52,163,215,215,2,Malam
12476,2012-06-09,1,6,0,0,6,0,1,0.64,0.6212,0.53,0.1045,54,152,206,206,2,
12477,2012-06-09,1,6,1,0,6,0,1,0.64,0.6212,0.53,0.0896,34,89,123,123,2,Pagi
12478,2012-06-09,1,6,2,0,6,0,1,0.64,0.6212,0.5,0.2239,21,68,89,89,2,Pagi
12479,2012-06-09,1,6,3,0,6,0,1,0.62,0.6212,0.57,0.0,12,28,40,40,2,Pagi
12480,2012-06-09,1,6,4,0,6,0,1,0.62,0.6212,0.57,0.0,2,6,8,8,2,Pagi
12481,2012-06-09,1,6,5,0,6,0,1,0.6,0.6212,0.56,0.1045,4,15,19,19,2,Pagi
12482,2012-06-09,1,6,6,0,6,0,1,0.56,0.5303,0.64,0.1045,17,63,80,80,2,Pagi
12483,2012-06-09,1,6,7,0,6,0,1,0.58,0.5455,0.64,0.1045,26,61,87,87,2,Siang
12484,2012-06-09,1,6,8,0,6,0,1,0.62,0.6061,0.61,0.1045,42,202,244,244,2,Siang
12485,2012-06-09,1,6,9,0,6,0,1,0.64,0.6212,0.57,0.1642,99,241,340,340,2,Siang
12486,2012-06-09,1,6,10,0,6,0,1,0.7,0.6515,0.51,0.1045,168,298,466,466,2,Siang
12487,2012-06-09,1,6,11,0,6,0,1,0.76,0.6667,0.35,0.0,218,351,569,569,2,Siang
12488,2012-06-09,1,6,12,0,6,0,1,0.8,0.697,0.29,0.2537,196,335,531,531,2,Siang
12489,2012-06-09,1,6,13,0,6,0,1,0.82,0.697,0.24,0.2836,236,349,585,585,2,Sore
12490,2012-06-09,1,6,14,0,6,0,1,0.82,0.697,0.23,0.194,239,354,593,593,2,Sore
12491,2012-06-09,1,6,15,0,6,0,1,0.84,0.7121,0.2,0.2985,218,337,555,555,2,Sore
12492,2012-06-09,1,6,16,0,6,0,1,0.82,0.697,0.24,0.194,219,315,534,534,2,Sore
12493,2012-06-09,1,6,17,0,6,0,1,0.84,0.7121,0.24,0.0,238,257,495,495,2,Sore
12494,2012-06-09,1,6,18,0,6,0,1,0.82,0.697,0.24,0.2239,175,276,451,451,2,Sore
12495,2012-06-09,1,6,19,0,6,0,1,0.8,0.697,0.29,0.1642,128,232,360,360,2,Malam
12496,2012-06-09,1,6,20,0,6,0,1,0.76,0.6667,0.35,0.2239,125,238,363,363,2,Malam
12497,2012-06-09,1,6,21,0,6,0,1,0.74,0.6515,0.4,0.194,105,211,316,316,2,Malam
12498,2012-06-09,1,6,22,0,6,0,1,0.7,0.6515,0.58,0.1642,63,151,214,214,2,Malam
12499,2012-06-09,1,6,23,0,6,0,1,0.68,0.6364,0.61,0.1642,69,161,230,230,2,Malam
12500,2012-06-10,1,6,0,0,0,0,1,0.66,0.6212,0.69,0.1045,33,125,158,158,2,
12501,2012-06-10,1,6,1,0,0,0,1,0.64,0.6061,0.73,0.1343,32,84,116,116,2,Pagi
12502,2012-06-10,1,6,2,0,0,0,1,0.64,0.6061,0.69,0.1343,17,56,73,73,2,Pagi
12503,2012-06-10,1,6,3,0,0,0,1,0.64,0.6061,0.73,0.1045,6,23,29,29,2,Pagi
12504,2012-06-10,1,6,4,0,0,0,1,0.62,0.5909,0.78,0.0896,1,9,10,10,2,Pagi
12505,2012-06-10,1,6,5,0,0,0,1,0.62,0.6061,0.69,0.0896,3,10,13,13,2,Pagi
12506,2012-06-10,1,6,6,0,0,0,1,0.62,0.5909,0.73,0.0,3,27,30,30,2,Pagi
12507,2012-06-10,1,6,7,0,0,0,1,0.6,0.5758,0.78,0.1045,21,41,62,62,2,Siang
12508,2012-06-10,1,6,8,0,0,0,1,0.64,0.6061,0.73,0.0896,59,122,181,181,2,Siang
12509,2012-06-10,1,6,9,0,0,0,1,0.7,0.6515,0.58,0.0,91,175,266,266,2,Siang
12510,2012-06-10,1,6,10,0,0,0,1,0.76,0.6818,0.4,0.1045,148,265,413,413,2,Siang
12511,2012-06-10,1,6,11,0,0,0,1,0.76,0.6818,0.45,0.0896,184,315,499,499,2,Siang
12512,2012-06-10,1,6,12,0,0,0,1,0.82,0.7121,0.3,0.0,173,329,502,502,2,Siang
12513,2012-06-10,1,6,13,0,0,0,1,0.84,0.7273,0.28,0.1343,204,288,492,492,2,Sore
12514,2012-06-10,1,6,14,0,0,0,1,0.84,0.7273,0.3,0.1343,186,314,500,500,2,Sore
12515,2012-06-10,1,6,15,0,0,0,1,0.84,0.7273,0.3,0.2239,159,316,475,475,2,Sore
12516,2012-06-10,1,6,16,0,0,0,1,0.84,0.7424,0.36,0.2836,173,335,508,508,2,Sore
12517,2012-06-10,1,6,17,0,0,0,1,0.82,0.7424,0.41,0.2836,184,337,521,521,2,Sore
12518,2012-06-10,1,6,18,0,0,0,1,0.82,0.7273,0.38,0.2239,164,326,490,490,2,Sore
12519,2012-06-10,1,6,19,0,0,0,1,0.82,0.7121,0.28,0.2836,115,260,375,375,2,Malam
12520,2012-06-10,1,6,20,0,0,0,1,0.76,0.6818,0.48,0.1642,113,250,363,363,2,Malam
12521,2012-06-10,1,6,21,0,0,0,1,0.72,0.6818,0.62,0.1642,83,170,253,253,2,Malam
12522,2012-06-10,1,6,22,0,0,0,1,0.7,0.6515,0.65,0.1642,42,117,159,159,2,Malam
12523,2012-06-10,1,6,23,0,0,0,1,0.72,0.6667,0.58,0.1045,30,80,110,110,2,Malam
12524,2012-06-11,1,6,0,0,1,1,1,0.7,0.6515,0.65,0.1045,8,33,41,41,2,
12525,2012-06-11,1,6,1,0,1,1,1,0.66,0.6212,0.74,0.1642,9,15,24,24,2,Pagi
12526,2012-06-11,1,6,2,0,1,1,1,0.66,0.6212,0.74,0.1045,5,12,17,17,2,Pagi
12527,2012-06-11,1,6,3,0,1,1,1,0.64,0.5909,0.78,0.1045,2,4,6,6,2,Pagi
12528,2012-06-11,1,6,4,0,1,1,1,0.64,0.5909,0.78,0.1343,0,7,7,7,2,Pagi
12529,2012-06-11,1,6,5,0,1,1,1,0.64,0.5909,0.78,0.1343,1,36,37,37,2,Pagi
12530,2012-06-11,1,6,6,0,1,1,1,0.62,0.5758,0.83,0.1045,8,136,144,144,2,Pagi
12531,2012-06-11,1,6,7,0,1,1,1,0.64,0.5909,0.78,0.1045,25,478,503,503,2,Siang
12532,2012-06-11,1,6,8,0,1,1,1,0.66,0.6212,0.74,0.1343,38,613,651,651,2,Siang
12533,2012-06-11,1,6,9,0,1,1,1,0.7,0.6515,0.65,0.1343,57,259,316,316,2,Siang
12534,2012-06-11,1,6,10,0,1,1,1,0.72,0.6818,0.62,0.1642,52,95,147,147,2,Siang
12535,2012-06-11,1,6,11,0,1,1,2,0.76,0.6818,0.48,0.2239,59,143,202,202,2,Siang
12536,2012-06-11,1,6,12,0,1,1,2,0.8,0.7273,0.43,0.194,63,198,261,261,2,Siang
12537,2012-06-11,1,6,13,0,1,1,2,0.8,0.7121,0.41,0.2985,63,185,248,248,2,Sore
12538,2012-06-11,1,6,14,0,1,1,2,0.82,0.7273,0.34,0.2836,66,193,259,259,2,Sore
12539,2012-06-11,1,6,15,0,1,1,1,0.8,0.7121,0.41,0.3582,72,187,259,259,2,Sore
12540,2012-06-11,1,6,16,0,1,1,2,0.8,0.7121,0.41,0.4179,87,340,427,427,2,Sore
12541,2012-06-11,1,6,17,0,1,1,2,0.8,0.7121,0.41,0.3582,85,715,800,800,2,Sore
12542,2012-06-11,1,6,18,0,1,1,2,0.8,0.7273,0.43,0.2985,105,726,831,831,2,Sore
12543,2012-06-11,1,6,19,0,1,1,2,0.76,0.6818,0.48,0.3284,89,507,596,596,2,Malam
12544,2012-06-11,1,6,20,0,1,1,2,0.74,0.6667,0.48,0.2239,61,333,394,394,2,Malam
12545,2012-06-11,1,6,21,0,1,1,2,0.72,0.6667,0.58,0.194,32,218,250,250,2,Malam
12546,2012-06-11,1,6,22,0,1,1,2,0.72,0.6667,0.58,0.194,22,142,164,164,2,Malam
12547,2012-06-11,1,6,23,0,1,1,2,0.7,0.6515,0.58,0.2239,8,72,80,80,2,Malam
12548,2012-06-12,1,6,0,0,2,1,2,0.7,0.6515,0.58,0.2239,2,26,28,28,2,
12549,2012-06-12,1,6,1,0,2,1,2,0.68,0.6364,0.65,0.1642,5,11,16,16,2,Pagi
12550,2012-06-12,1,6,2,0,2,1,2,0.68,0.6364,0.65,0.194,0,6,6,6,2,Pagi
12551,2012-06-12,1,6,3,0,2,1,2,0.66,0.6212,0.69,0.2537,3,9,12,12,2,Pagi
12552,2012-06-12,1,6,4,0,2,1,3,0.6,0.5455,0.88,0.1642,0,4,4,4,2,Pagi
12553,2012-06-12,1,6,5,0,2,1,3,0.6,0.5455,0.88,0.1343,1,28,29,29,2,Pagi
12554,2012-06-12,1,6,6,0,2,1,2,0.6,0.5455,0.88,0.1343,6,130,136,136,2,Pagi
12555,2012-06-12,1,6,7,0,2,1,3,0.62,0.5606,0.88,0.2537,16,287,303,303,2,Siang
12556,2012-06-12,1,6,8,0,2,1,2,0.62,0.5606,0.88,0.2239,15,598,613,613,2,Siang
12557,2012-06-12,1,6,9,0,2,1,2,0.64,0.5758,0.89,0.2836,31,254,285,285,2,Siang
12558,2012-06-12,1,6,10,0,2,1,3,0.64,0.5758,0.89,0.2836,29,96,125,125,2,Siang
12559,2012-06-12,1,6,11,0,2,1,3,0.66,0.6061,0.83,0.3582,8,57,65,65,2,Siang
12560,2012-06-12,1,6,12,0,2,1,3,0.66,0.6061,0.83,0.2537,19,76,95,95,2,Siang
12561,2012-06-12,1,6,13,0,2,1,3,0.66,0.6061,0.83,0.194,11,48,59,59,2,Sore
12562,2012-06-12,1,6,14,0,2,1,3,0.64,0.5758,0.89,0.2537,12,48,60,60,2,Sore
12563,2012-06-12,1,6,15,0,2,1,3,0.66,0.5909,0.89,0.194,22,94,116,116,2,Sore
12564,2012-06-12,1,6,16,0,2,1,2,0.66,0.5909,0.89,0.2836,30,209,239,239,2,Sore
12565,2012-06-12,1,6,17,0,2,1,2,0.66,0.5909,0.89,0.2836,56,625,681,681,2,Sore
12566,2012-06-12,1,6,18,0,2,1,1,0.68,0.6364,0.83,0.194,57,596,653,653,2,Sore
12567,2012-06-12,1,6,19,0,2,1,1,0.68,0.6364,0.83,0.194,47,444,491,491,2,Malam
12568,2012-06-12,1,6,20,0,2,1,1,0.68,0.6364,0.83,0.194,36,350,386,386,2,Malam
12569,2012-06-12,1,6,21,0,2,1,1,0.68,0.6364,0.83,0.1045,41,233,274,274,2,Malam
12570,2012-06-12,1,6,22,0,2,1,1,0.66,0.5909,0.94,0.1045,19,188,207,207,2,Malam
12571,2012-06-12,1,6,23,0,2,1,3,0.66,0.5909,0.94,0.2239,11,78,89,89,2,Malam
12572,2012-06-13,1,6,0,0,3,1,2,0.66,0.5909,0.94,0.194,7,27,34,34,2,
12573,2012-06-13,1,6,1,0,3,1,1,0.64,0.5909,0.78,0.0,7,21,28,28,2,Pagi
12574,2012-06-13,1,6,2,0,3,1,1,0.62,0.5758,0.83,0.1343,0,4,4,4,2,Pagi
12575,2012-06-13,1,6,3,0,3,1,1,0.62,0.5758,0.83,0.194,1,7,8,8,2,Pagi
12576,2012-06-13,1,6,4,0,3,1,1,0.6,0.5606,0.83,0.1343,1,9,10,10,2,Pagi
12577,2012-06-13,1,6,5,0,3,1,1,0.6,0.5606,0.83,0.194,2,38,40,40,2,Pagi
12578,2012-06-13,1,6,6,0,3,1,1,0.6,0.5606,0.83,0.2239,6,188,194,194,2,Pagi
12579,2012-06-13,1,6,7,0,3,1,1,0.6,0.5606,0.83,0.2985,25,480,505,505,2,Siang
12580,2012-06-13,1,6,8,0,3,1,2,0.62,0.5909,0.73,0.5224,41,672,713,713,2,Siang
12581,2012-06-13,1,6,9,0,3,1,2,0.64,0.6061,0.69,0.5821,54,298,352,352,2,Siang
12582,2012-06-13,1,6,10,0,3,1,2,0.64,0.6061,0.65,0.4179,64,134,198,198,2,Siang
12583,2012-06-13,1,6,11,0,3,1,2,0.66,0.6212,0.54,0.4478,64,182,246,246,2,Siang
12584,2012-06-13,1,6,12,0,3,1,2,0.68,0.6364,0.44,0.4179,93,241,334,334,2,Siang
12585,2012-06-13,1,6,13,0,3,1,2,0.7,0.6364,0.45,0.3881,52,203,255,255,2,Sore
12586,2012-06-13,1,6,14,0,3,1,2,0.72,0.6515,0.37,0.4179,98,222,320,320,2,Sore
12587,2012-06-13,1,6,15,0,3,1,1,0.72,0.6515,0.32,0.4925,65,216,281,281,2,Sore
12588,2012-06-13,1,6,16,0,3,1,1,0.72,0.6515,0.3,0.4925,72,320,392,392,2,Sore
12589,2012-06-13,1,6,17,0,3,1,1,0.72,0.6515,0.32,0.4925,75,782,857,857,2,Sore
12590,2012-06-13,1,6,18,0,3,1,1,0.72,0.6515,0.32,0.4478,104,640,744,744,2,Sore
12591,2012-06-13,1,6,19,0,3,1,1,0.7,0.6364,0.34,0.3881,123,548,671,671,2,Malam
12592,2012-06-13,1,6,20,0,3,1,1,0.68,0.6364,0.36,0.4179,86,362,448,448,2,Malam
12593,2012-06-13,1,6,21,0,3,1,1,0.64,0.6212,0.44,0.3582,79,317,396,396,2,Malam
12594,2012-06-13,1,6,22,0,3,1,1,0.62,0.6212,0.5,0.2985,29,209,238,238,2,Malam
12595,2012-06-13,1,6,23,0,3,1,1,0.62,0.6212,0.5,0.2836,25,128,153,153,2,Malam
12596,2012-06-14,1,6,0,0,4,1,1,0.6,0.6212,0.53,0.2985,3,45,48,48,2,
12597,2012-06-14,1,6,1,0,4,1,1,0.6,0.6212,0.56,0.2239,4,17,21,21,2,Pagi
12598,2012-06-14,1,6,2,0,4,1,2,0.62,0.6212,0.53,0.2537,1,8,9,9,2,Pagi
12599,2012-06-14,1,6,3,0,4,1,2,0.62,0.6212,0.53,0.2836,1,4,5,5,2,Pagi
12600,2012-06-14,1,6,4,0,4,1,2,0.6,0.6212,0.56,0.2537,0,6,6,6,2,Pagi
12601,2012-06-14,1,6,5,0,4,1,2,0.6,0.6212,0.56,0.2537,0,40,40,40,2,Pagi
12602,2012-06-14,1,6,6,0,4,1,1,0.58,0.5455,0.6,0.2836,12,169,181,181,2,Pagi
12603,2012-06-14,1,6,7,0,4,1,1,0.6,0.6061,0.6,0.2836,26,480,506,506,2,Siang
12604,2012-06-14,1,6,8,0,4,1,1,0.6,0.6061,0.64,0.3284,37,682,719,719,2,Siang
12605,2012-06-14,1,6,9,0,4,1,1,0.62,0.6061,0.61,0.2239,45,312,357,357,2,Siang
12606,2012-06-14,1,6,10,0,4,1,1,0.64,0.6061,0.65,0.4179,47,132,179,179,2,Siang
12607,2012-06-14,1,6,11,0,4,1,1,0.66,0.6212,0.57,0.2537,60,168,228,228,2,Siang
12608,2012-06-14,1,6,12,0,4,1,2,0.66,0.6212,0.61,0.2239,55,210,265,265,2,Siang
12609,2012-06-14,1,6,13,0,4,1,1,0.68,0.6364,0.57,0.1642,71,213,284,284,2,Sore
12610,2012-06-14,1,6,14,0,4,1,1,0.7,0.6515,0.54,0.2836,84,214,298,298,2,Sore
12611,2012-06-14,1,6,15,0,4,1,1,0.74,0.6667,0.48,0.2985,111,213,324,324,2,Sore
12612,2012-06-14,1,6,16,0,4,1,1,0.72,0.6667,0.51,0.2836,70,368,438,438,2,Sore
12613,2012-06-14,1,6,17,0,4,1,1,0.72,0.6667,0.48,0.2239,117,750,867,867,2,Sore
12614,2012-06-14,1,6,18,0,4,1,1,0.74,0.6667,0.42,0.194,107,716,823,823,2,Sore
12615,2012-06-14,1,6,19,0,4,1,1,0.7,0.6515,0.48,0.2537,96,483,579,579,2,Malam
12616,2012-06-14,1,6,20,0,4,1,1,0.66,0.6212,0.65,0.2537,84,351,435,435,2,Malam
12617,2012-06-14,1,6,21,0,4,1,1,0.64,0.6061,0.65,0.1642,67,270,337,337,2,Malam
12618,2012-06-14,1,6,22,0,4,1,2,0.64,0.6061,0.65,0.2239,46,196,242,242,2,Malam
12619,2012-06-14,1,6,23,0,4,1,2,0.62,0.6061,0.69,0.1642,36,136,172,172,2,Malam
12620,2012-06-15,1,6,0,0,5,1,1,0.6,0.5909,0.73,0.1642,26,68,94,94,2,
12621,2012-06-15,1,6,1,0,5,1,1,0.58,0.5455,0.78,0.194,9,42,51,51,2,Pagi
12622,2012-06-15,1,6,2,0,5,1,1,0.56,0.5303,0.83,0.1045,0,15,15,15,2,Pagi
12623,2012-06-15,1,6,3,0,5,1,1,0.56,0.5303,0.83,0.1642,2,3,5,5,2,Pagi
12624,2012-06-15,1,6,4,0,5,1,1,0.56,0.5303,0.83,0.1642,1,13,14,14,2,Pagi
12625,2012-06-15,1,6,5,0,5,1,1,0.54,0.5152,0.88,0.1045,2,31,33,33,2,Pagi
12626,2012-06-15,1,6,6,0,5,1,1,0.54,0.5152,0.83,0.1343,9,142,151,151,2,Pagi
12627,2012-06-15,1,6,7,0,5,1,1,0.56,0.5303,0.83,0.1642,17,413,430,430,2,Siang
12628,2012-06-15,1,6,8,0,5,1,1,0.6,0.5909,0.69,0.1642,44,609,653,653,2,Siang
12629,2012-06-15,1,6,9,0,5,1,1,0.62,0.6061,0.65,0.1642,58,308,366,366,2,Siang
12630,2012-06-15,1,6,10,0,5,1,1,0.64,0.6212,0.57,0.1642,56,160,216,216,2,Siang
12631,2012-06-15,1,6,11,0,5,1,1,0.66,0.6212,0.5,0.194,106,180,286,286,2,Siang
12632,2012-06-15,1,6,12,0,5,1,1,0.7,0.6364,0.45,0.1642,111,292,403,403,2,Siang
12633,2012-06-15,1,6,13,0,5,1,1,0.7,0.6364,0.42,0.2537,121,272,393,393,2,Sore
12634,2012-06-15,1,6,14,0,5,1,1,0.72,0.6515,0.39,0.194,121,255,376,376,2,Sore
12635,2012-06-15,1,6,15,0,5,1,1,0.72,0.6515,0.39,0.194,107,270,377,377,2,Sore
12636,2012-06-15,1,6,16,0,5,1,1,0.72,0.6515,0.37,0.194,132,426,558,558,2,Sore
12637,2012-06-15,1,6,17,0,5,1,1,0.74,0.6515,0.37,0.2836,125,698,823,823,2,Sore
12638,2012-06-15,1,6,18,0,5,1,1,0.72,0.6515,0.39,0.2239,121,572,693,693,2,Sore
12639,2012-06-15,1,6,19,0,5,1,1,0.7,0.6364,0.42,0.1642,98,369,467,467,2,Malam
12640,2012-06-15,1,6,20,0,5,1,1,0.68,0.6364,0.44,0.194,89,296,385,385,2,Malam
12641,2012-06-15,1,6,21,0,5,1,1,0.66,0.6212,0.5,0.1045,83,250,333,333,2,Malam
12642,2012-06-15,1,6,22,0,5,1,1,0.64,0.6212,0.53,0.1343,79,242,321,321,2,Malam
12643,2012-06-15,1,6,23,0,5,1,1,0.62,0.6212,0.53,0.2537,46,176,222,222,2,Malam
12644,2012-06-16,1,6,0,0,6,0,1,0.58,0.5455,0.56,0.1343,25,112,137,137,2,
12645,2012-06-16,1,6,1,0,6,0,1,0.56,0.5303,0.56,0.0,16,79,95,95,2,Pagi
12646,2012-06-16,1,6,2,0,6,0,1,0.58,0.5455,0.53,0.0,12,55,67,67,2,Pagi
12647,2012-06-16,1,6,3,0,6,0,1,0.56,0.5303,0.6,0.0896,8,19,27,27,2,Pagi
12648,2012-06-16,1,6,4,0,6,0,1,0.54,0.5152,0.68,0.1343,3,5,8,8,2,Pagi
12649,2012-06-16,1,6,5,0,6,0,1,0.54,0.5152,0.68,0.1045,2,21,23,23,2,Pagi
12650,2012-06-16,1,6,6,0,6,0,1,0.54,0.5152,0.68,0.194,11,36,47,47,2,Pagi
12651,2012-06-16,1,6,7,0,6,0,1,0.54,0.5152,0.68,0.194,10,68,78,78,2,Siang
12652,2012-06-16,1,6,8,0,6,0,1,0.58,0.5455,0.64,0.1642,47,157,204,204,2,Siang
12653,2012-06-16,1,6,9,0,6,0,1,0.6,0.6061,0.6,0.0896,88,279,367,367,2,Siang
12654,2012-06-16,1,6,10,0,6,0,1,0.64,0.6212,0.47,0.194,139,296,435,435,2,Siang
12655,2012-06-16,1,6,11,0,6,0,1,0.66,0.6212,0.39,0.1642,213,353,566,566,2,Siang
12656,2012-06-16,1,6,12,0,6,0,1,0.68,0.6364,0.41,0.1045,254,349,603,603,2,Siang
12657,2012-06-16,1,6,13,0,6,0,1,0.72,0.6515,0.34,0.1642,293,324,617,617,2,Sore
12658,2012-06-16,1,6,14,0,6,0,1,0.72,0.6515,0.37,0.2239,264,309,573,573,2,Sore
12659,2012-06-16,1,6,15,0,6,0,1,0.74,0.6515,0.35,0.2537,295,288,583,583,2,Sore
12660,2012-06-16,1,6,16,0,6,0,2,0.72,0.6515,0.37,0.1045,238,304,542,542,2,Sore
12661,2012-06-16,1,6,17,0,6,0,2,0.72,0.6515,0.37,0.2537,244,349,593,593,2,Sore
12662,2012-06-16,1,6,18,0,6,0,2,0.72,0.6515,0.37,0.2239,256,315,571,571,2,Sore
12663,2012-06-16,1,6,19,0,6,0,2,0.7,0.6364,0.42,0.194,184,277,461,461,2,Malam
12664,2012-06-16,1,6,20,0,6,0,2,0.66,0.6212,0.47,0.194,123,229,352,352,2,Malam
12665,2012-06-16,1,6,21,0,6,0,2,0.64,0.6212,0.5,0.2239,98,192,290,290,2,Malam
12666,2012-06-16,1,6,22,0,6,0,1,0.62,0.6212,0.53,0.2985,91,189,280,280,2,Malam
12667,2012-06-16,1,6,23,0,6,0,1,0.6,0.6212,0.53,0.2985,49,134,183,183,2,Malam
12668,2012-06-17,1,6,0,0,0,0,1,0.56,0.5303,0.56,0.1343,31,117,148,148,2,
12669,2012-06-17,1,6,1,0,0,0,1,0.56,0.5303,0.6,0.1642,21,67,88,88,2,Pagi
12670,2012-06-17,1,6,2,0,0,0,1,0.56,0.5303,0.56,0.0896,19,55,74,74,2,Pagi
12671,2012-06-17,1,6,3,0,0,0,1,0.54,0.5152,0.64,0.1045,6,22,28,28,2,Pagi
12672,2012-06-17,1,6,4,0,0,0,1,0.54,0.5152,0.64,0.0896,2,16,18,18,2,Pagi
12673,2012-06-17,1,6,5,0,0,0,1,0.54,0.5152,0.68,0.1343,4,13,17,17,2,Pagi
12674,2012-06-17,1,6,6,0,0,0,1,0.52,0.5,0.72,0.1045,7,16,23,23,2,Pagi
12675,2012-06-17,1,6,7,0,0,0,1,0.52,0.5,0.72,0.0896,18,30,48,48,2,Siang
12676,2012-06-17,1,6,8,0,0,0,1,0.56,0.5303,0.68,0.2537,24,95,119,119,2,Siang
12677,2012-06-17,1,6,9,0,0,0,1,0.56,0.5303,0.68,0.1642,91,183,274,274,2,Siang
12678,2012-06-17,1,6,10,0,0,0,1,0.58,0.5455,0.64,0.0,148,288,436,436,2,Siang
12679,2012-06-17,1,6,11,0,0,0,1,0.62,0.6212,0.57,0.1045,196,350,546,546,2,Siang
12680,2012-06-17,1,6,12,0,0,0,1,0.62,0.6212,0.57,0.0,260,355,615,615,2,Siang
12681,2012-06-17,1,6,13,0,0,0,1,0.64,0.6212,0.53,0.1642,267,347,614,614,2,Sore
12682,2012-06-17,1,6,14,0,0,0,1,0.64,0.6212,0.53,0.0,255,327,582,582,2,Sore
12683,2012-06-17,1,6,15,0,0,0,1,0.66,0.6212,0.5,0.2239,203,260,463,463,2,Sore
12684,2012-06-17,1,6,16,0,0,0,1,0.66,0.6212,0.54,0.2985,240,340,580,580,2,Sore
12685,2012-06-17,1,6,17,0,0,0,1,0.64,0.6212,0.57,0.2239,232,361,593,593,2,Sore
12686,2012-06-17,1,6,18,0,0,0,1,0.64,0.6212,0.53,0.194,203,310,513,513,2,Sore
12687,2012-06-17,1,6,19,0,0,0,1,0.64,0.6212,0.53,0.1642,146,244,390,390,2,Malam
12688,2012-06-17,1,6,20,0,0,0,1,0.62,0.6212,0.57,0.194,101,201,302,302,2,Malam
12689,2012-06-17,1,6,21,0,0,0,1,0.62,0.6212,0.57,0.194,76,170,246,246,2,Malam
12690,2012-06-17,1,6,22,0,0,0,1,0.6,0.6061,0.6,0.194,55,98,153,153,2,Malam
12691,2012-06-17,1,6,23,0,0,0,1,0.58,0.5455,0.64,0.194,29,79,108,108,2,Malam
12692,2012-06-18,1,6,0,0,1,1,1,0.56,0.5303,0.73,0.2537,12,28,40,40,2,
12693,2012-06-18,1,6,1,0,1,1,1,0.54,0.5152,0.77,0.2239,9,5,14,14,2,Pagi
12694,2012-06-18,1,6,2,0,1,1,1,0.54,0.5152,0.77,0.2239,3,6,9,9,2,Pagi
12695,2012-06-18,1,6,3,0,1,1,2,0.52,0.5,0.83,0.2239,1,3,4,4,2,Pagi
12696,2012-06-18,1,6,4,0,1,1,2,0.54,0.5152,0.77,0.194,0,9,9,9,2,Pagi
12697,2012-06-18,1,6,5,0,1,1,3,0.52,0.5,0.83,0.1343,1,22,23,23,2,Pagi
